Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352670M,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,35238,RENNES,public,70.2
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352360A,ECOLE PRIMAIRE PRIVEE RAOUL FOLLEREAU,35024,BETTON,privé sous contrat,130.4
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352667J,ECOLE ELEMENTAIRE PUBLIQUE ILLE,35238,RENNES,public,116.1
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352670M,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,35238,RENNES,public,68.3
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352810P,ECOLE PRIMAIRE PUBLIQUE ANDREE CHEDID,35238,RENNES,public,69.6
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350195X,ECOLE PRIMAIRE PUBLIQUE JULES VERNE,35079,CHEVAIGNE,public,130.0
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350395P,ECOLE PRIMAIRE PUBLIQUE LA FONTAINE,35216,PARTHENAY DE BRETAGNE,public,117.0
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350479F,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,35275,SAINT GILLES,public,118.5
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350483K,ECOLE ELEMENTAIRE PUBLIQUE PAUL EMILE VICTOR,35278,SAINT GREGOIRE,public,129.2
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350552K,ECOLE PRIMAIRE PUBLIQUE NIKI DE SAINT PHALLE,35315,SAINT SULPICE LA FORET,public,128.6
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350594F,ECOLE ELEMENTAIRE PUBLIQUE CHAMPION DE CICE,35238,RENNES,public,97.2
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350607V,ECOLE PRIMAIRE PUBLIQUE MAUCONSEIL,35238,RENNES,public,122.0
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350615D,ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN,35238,RENNES,public,98.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350632X,ECOLE ELEMENTAIRE PUBLIQUE COLOMBIER,35238,RENNES,public,89.8
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350638D,ECOLE ELEMENTAIRE PUBLIQUE CARLE BAHON,35238,RENNES,public,131.0
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351025Z,ECOLE ELEMENTAIRE PUBLIQUE JEAN DE LA FONTAINE,35245,ROMILLE,public,121.3
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351253X,ECOLE PRIMAIRE PRIVEE STE THERESE,35079,CHEVAIGNE,privé sous contrat,135.0
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351502T,ECOLE PRIMAIRE PRIVEE ST VINCENT PROVIDENCE,35238,RENNES,privé sous contrat,144.5
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351572U,ECOLE PRIMAIRE PRIVEE MONTESSORI,35238,RENNES,privé sous contrat,145.0
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351659N,ECOLE PRIMAIRE PUBLIQUE LE VIEUX MUR,35144,LANGAN,public,110.0
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351813F,ECOLE PRIMAIRE PUBLIQUE CHAMP L EVEQUE,35047,BRUZ,public,124.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351859F,ECOLE ELEMENTAIRE PUBLIQUE BEAUSOLEIL,35051,CESSON SEVIGNE,public,132.4
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351894U,ECOLE ELEMENTAIRE PUBLIQUE BOURGCHEVREUIL,35051,CESSON SEVIGNE,public,137.3
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352038A,ECOLE ELEMENTAIRE PUBLIQUE LE GRETAY,35196,MORDELLES,public,120.7
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352096N,ECOLE PRIMAIRE PUBLIQUE MONTAUBERT,35150,LECOUSSE,public,106.5
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352136G,ECOLE ELEMENTAIRE PUBLIQUE CLOTEAUX,35238,RENNES,public,91.3
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352199A,ECOLE ELEMENTAIRE PUBLIQUE GUILLEVIC,35238,RENNES,public,71.7
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352308U,ECOLE PRIMAIRE PRIVEE MARCEL CALLO,35238,RENNES,privé sous contrat,140.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352358Y,ECOLE PRIMAIRE PRIVEE STE JEANNE D ARC,35001,ACIGNE,privé sous contrat,124.4
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352411F,ECOLE PRIMAIRE PRIVEE ST YVES,35238,RENNES,privé sous contrat,132.7
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352667J,ECOLE ELEMENTAIRE PUBLIQUE ILLE,35238,RENNES,public,113.6
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352670M,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,35238,RENNES,public,69.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352674S,ECOLE ELEMENTAIRE PUBLIQUE LE VERT BUISSON,35047,BRUZ,public,115.6
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350103X,ECOLE ELEMENTAIRE PUBLIQUE LE CHEVRE,35001,ACIGNE,public,131.1
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350173Y,ECOLE PRIMAIRE PUBLIQUE LE CHEMIN NEUF,35058,LA CHAPELLE CHAUSSEE,public,109.9
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350197Z,ECOLE PRIMAIRE PUBLIQUE DE CLAYES,35081,CLAYES,public,113.2
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350362D,ECOLE ELEMENTAIRE PUBLIQUE GERARD PHILIPE,35189,MONTGERMONT,public,120.8
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350483K,ECOLE ELEMENTAIRE PUBLIQUE PAUL EMILE VICTOR,35278,SAINT GREGOIRE,public,133.7
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350552K,ECOLE PRIMAIRE PUBLIQUE NIKI DE SAINT PHALLE,35315,SAINT SULPICE LA FORET,public,135.4
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350602P,ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL,35238,RENNES,public,118.8
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350603R,ECOLE ELEMENTAIRE PUBLIQUE PABLO PICASSO,35238,RENNES,public,120.6
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350631W,ECOLE ELEMENTAIRE PUBLIQUE MOULIN DU COMTE,35238,RENNES,public,101.1
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350632X,ECOLE ELEMENTAIRE PUBLIQUE COLOMBIER,35238,RENNES,public,92.1
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351064S,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35139,LAILLE,privé sous contrat,122.5
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351494J,ECOLE PRIMAIRE PRIVEE NOTRE DAME DU VIEUX COURS,35238,RENNES,privé sous contrat,128.8
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351498N,ECOLE PRIMAIRE PRIVEE ST MICHEL,35238,RENNES,privé sous contrat,127.1
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351502T,ECOLE PRIMAIRE PRIVEE ST VINCENT PROVIDENCE,35238,RENNES,privé sous contrat,146.0
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351536E,ECOLE PRIMAIRE PRIVEE ST MARTIN,35245,ROMILLE,privé sous contrat,118.1
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351699G,ECOLE PRIMAIRE PRIVEE ST JOSEPH,35055,CHANTEPIE,privé sous contrat,126.1
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351749L,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35352,VERN SUR SEICHE,privé sous contrat,125.9
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351989X,ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC,35238,RENNES,public,126.1
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352136G,ECOLE ELEMENTAIRE PUBLIQUE CLOTEAUX,35238,RENNES,public,92.3
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352207J,ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN,35238,RENNES,public,90.9
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351516H,ECOLE PRIMAIRE PRIVEE ST JOSEPH,35238,RENNES,privé sous contrat,122.5
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351536E,ECOLE PRIMAIRE PRIVEE ST MARTIN,35245,ROMILLE,privé sous contrat,115.9
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351558D,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,35351,LE VERGER,privé sous contrat,115.7
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351686T,ECOLE PRIMAIRE PUBLIQUE FRANCOISE DOLTO,35032,BOURGBARRE,public,122.8
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351714Y,ECOLE PRIMAIRE PRIVEE ST ARMEL,35238,RENNES,privé sous contrat,75.7
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351765D,ECOLE ELEMENTAIRE PUBLIQUE LES GRANDS PRES VERTS,35334,THORIGNE FOUILLARD,public,123.9
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351774N,ECOLE ELEMENTAIRE PUBLIQUE LIBERTE,35238,RENNES,public,125.5
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351786B,ECOLE PRIMAIRE PUBLIQUE LOUISE MICHEL,35266,SAINT ERBLON,public,119.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351813F,ECOLE ELEMENTAIRE PUBLIQUE CHAMP L EVEQUE,35047,BRUZ,public,124.6
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351859F,ECOLE ELEMENTAIRE PUBLIQUE BEAUSOLEIL,35051,CESSON SEVIGNE,public,133.5
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351894U,ECOLE ELEMENTAIRE PUBLIQUE BOURGCHEVREUIL,35051,CESSON SEVIGNE,public,137.3
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352038A,ECOLE ELEMENTAIRE PUBLIQUE LE GRETAY,35196,MORDELLES,public,121.6
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352136G,ECOLE ELEMENTAIRE PUBLIQUE CLOTEAUX,35238,RENNES,public,90.2
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352140L,ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY,35238,RENNES,public,101.6
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352158F,ECOLE ELEMENTAIRE PUBLIQUE JEAN ROSTAND,35238,RENNES,public,106.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352207J,ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN,35238,RENNES,public,88.0
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352335Y,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,35238,RENNES,privé sous contrat,124.0
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352353T,ECOLE PRIMAIRE PUBLIQUE LE HAUT CHEMIN,35210,PACE,public,129.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352360A,ECOLE PRIMAIRE PRIVEE RAOUL FOLLEREAU,35024,BETTON,privé sous contrat,131.6
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352363D,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,35136,JANZE,privé sous contrat,119.3
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352391J,ECOLE PRIMAIRE PUBLIQUE EUGENE POTTIER,35281,SAINT JACQUES DE LA LANDE,public,100.8
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352411F,ECOLE PRIMAIRE PRIVEE ST YVES,35238,RENNES,privé sous contrat,131.4
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352433E,ECOLE PRIMAIRE PUBLIQUE ROBERT DOISNEAU,35238,RENNES,public,104.8
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352437J,ECOLE PRIMAIRE PUBLIQUE SUZANNE LACORE,35281,SAINT JACQUES DE LA LANDE,public,97.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352670M,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,35238,RENNES,public,69.6
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352877M,ECOLE PRIMAIRE PUBLIQUE NELSON MANDELA,35238,RENNES,public,94.0
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351214E,ECOLE PRIMAIRE PRIVEE LA PROVIDENCE CENTRE,35047,BRUZ,privé sous contrat,129.8
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351492G,ECOLE PRIMAIRE PRIVEE ST CLEMENT,35238,RENNES,privé sous contrat,112.6
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351515G,ECOLE PRIMAIRE PRIVEE ST LAURENT,35238,RENNES,privé sous contrat,93.1
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351522P,ECOLE PRIMAIRE PRIVEE ST JEAN STE THERESE,35238,RENNES,privé sous contrat,132.4
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351659N,ECOLE PRIMAIRE PUBLIQUE LE VIEUX MUR,35144,LANGAN,public,113.1
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351736X,ECOLE PRIMAIRE PRIVEE STE MARIE,35120,GEVEZE,privé sous contrat,127.6
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351749L,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35352,VERN SUR SEICHE,privé sous contrat,125.3
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351809B,ECOLE ELEMENTAIRE PUBLIQUE LA HAYE RENAUD,35024,BETTON,public,134.7
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351894U,ECOLE ELEMENTAIRE PUBLIQUE BOURGCHEVREUIL,35051,CESSON SEVIGNE,public,134.4
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351989X,ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC,35238,RENNES,public,121.9
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352209L,ECOLE PRIMAIRE PUBLIQUE TREGAIN,35238,RENNES,public,66.8
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352241W,ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT,35047,BRUZ,public,120.7
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352306S,ECOLE ELEMENTAIRE PUBLIQUE L AUDITOIRE,35066,CHARTRES DE BRETAGNE,public,113.1
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352308U,ECOLE PRIMAIRE PRIVEE MARCEL CALLO,35238,RENNES,privé sous contrat,133.9
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352344H,ECOLE PRIMAIRE PRIVEE STE MARIE,35066,CHARTRES DE BRETAGNE,privé sous contrat,122.4
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352358Y,ECOLE PRIMAIRE PRIVEE STE JEANNE D ARC,35001,ACIGNE,privé sous contrat,126.6
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352360A,ECOLE PRIMAIRE PRIVEE RAOUL FOLLEREAU,35024,BETTON,privé sous contrat,130.9
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352376T,ECOLE PRIMAIRE PRIVEE STE MARIE,35238,RENNES,privé sous contrat,117.7
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352433E,ECOLE PRIMAIRE PUBLIQUE ROBERT DOISNEAU,35238,RENNES,public,105.0
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352667J,ECOLE ELEMENTAIRE PUBLIQUE ILLE,35238,RENNES,public,106.3
2016-2017,RENNES,035,ILLE-ET-VILAINE,0352810P,ECOLE PRIMAIRE PUBLIQUE ANDREE CHEDID,35238,RENNES,public,64.5
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350173Y,ECOLE PRIMAIRE PUBLIQUE LE CHEMIN NEUF,35058,LA CHAPELLE CHAUSSEE,public,107.5
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350208L,ECOLE PRIMAIRE PUBLIQUE JACQUES YVES COUSTEAU,35088,CORPS NUDS,public,117.3
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350288Y,ECOLE PRIMAIRE PUBLIQUE LE LONG SILLON,35132,HIREL,public,88.9
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350294E,ECOLE PRIMAIRE PUBLIQUE HENRI DES,35135,IRODOUER,public,107.6
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350626R,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE CLAUDEL,35238,RENNES,public,133.5
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350631W,ECOLE ELEMENTAIRE PUBLIQUE MOULIN DU COMTE,35238,RENNES,public,99.0
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350635A,ECOLE ELEMENTAIRE PUBLIQUE POTERIE,35238,RENNES,public,123.8
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350639E,ECOLE ELEMENTAIRE PUBLIQUE VILLENEUVE,35238,RENNES,public,141.2
2018-2019,RENNES,035,ILLE-ET-VILAINE,0351025Z,ECOLE ELEMENTAIRE PUBLIQUE JEAN DE LA FONTAINE,35245,ROMILLE,public,118.5
2018-2019,RENNES,035,ILLE-ET-VILAINE,0351064S,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35139,LAILLE,privé sous contrat,128.8
2018-2019,RENNES,035,ILLE-ET-VILAINE,0351369Y,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,35275,SAINT GILLES,privé sous contrat,122.2
2018-2019,RENNES,035,ILLE-ET-VILAINE,0351572U,ECOLE PRIMAIRE PRIVEE MONTESSORI,35238,RENNES,privé sous contrat,138.9
2018-2019,RENNES,035,ILLE-ET-VILAINE,0351714Y,ECOLE PRIMAIRE PRIVEE ST ARMEL,35238,RENNES,privé sous contrat,75.1
2018-2019,RENNES,035,ILLE-ET-VILAINE,0351826V,ECOLE PRIMAIRE PRIVEE STE THERESE,35200,MOUTIERS,privé sous contrat,98.3
2018-2019,RENNES,035,ILLE-ET-VILAINE,0351829Y,ECOLE ELEMENTAIRE PUBLIQUE LEON GRIMAULT,35238,RENNES,public,101.3
2018-2019,RENNES,035,ILLE-ET-VILAINE,0351862J,ECOLE ELEMENTAIRE PUBLIQUE LES GRAINS D ORGE,35208,ORGERES,public,116.9
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352056V,ECOLE PRIMAIRE PUBLIQUE LE CHENE CENTENAIRE,35204,NOUVOITOU,public,122.1
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352150X,ECOLE ELEMENTAIRE PUBLIQUE TORIGNE,35238,RENNES,public,71.2
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352199A,ECOLE ELEMENTAIRE PUBLIQUE GUILLEVIC,35238,RENNES,public,70.1
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352207J,ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN,35238,RENNES,public,90.6
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352306S,ECOLE ELEMENTAIRE PUBLIQUE L AUDITOIRE,35066,CHARTRES DE BRETAGNE,public,109.7
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352335Y,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,35238,RENNES,privé sous contrat,121.3
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352377U,ECOLE PRIMAIRE PRIVEE STE ANNE ST JOSEPH,35210,PACE,privé sous contrat,130.9
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352432D,ECOLE PRIMAIRE PUBLIQUE MARIE PAPE CARPANTIER,35238,RENNES,public,116.9
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352485L,ECOLE PRIMAIRE PRIVEE L IMMACULEE,35196,MORDELLES,privé sous contrat,116.2
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352500C,ECOLE PRIMAIRE PRIVEE DIWAN,35238,RENNES,privé sous contrat,120.8
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352520Z,ECOLE PRIMAIRE PUBLIQUE LES LANDES,35055,CHANTEPIE,public,113.6
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352674S,ECOLE ELEMENTAIRE PUBLIQUE LE VERT BUISSON,35047,BRUZ,public,118.4
2018-2019,RENNES,035,ILLE-ET-VILAINE,0352810P,ECOLE PRIMAIRE PUBLIQUE ANDREE CHEDID,35238,RENNES,public,67.5
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351369Y,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,35275,SAINT GILLES,privé sous contrat,122.2
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351372B,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35278,SAINT GREGOIRE,privé sous contrat,140.3
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351492G,ECOLE PRIMAIRE PRIVEE ST CLEMENT,35238,RENNES,privé sous contrat,109.4
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351502T,ECOLE PRIMAIRE PRIVEE ST VINCENT PROVIDENCE,35238,RENNES,privé sous contrat,144.5
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351504V,ECOLE PRIMAIRE PRIVEE ADORATION,35238,RENNES,privé sous contrat,127.8
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351572U,ECOLE PRIMAIRE PRIVEE MONTESSORI,35238,RENNES,privé sous contrat,142.4
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351707R,ECOLE PRIMAIRE PRIVEE ST MARTIN,35204,NOUVOITOU,privé sous contrat,119.3
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351749L,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35352,VERN SUR SEICHE,privé sous contrat,127.4
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351823S,ECOLE ELEMENTAIRE PUBLIQUE EUGENE ALLANIC,35131,L HERMITAGE,public,112.7
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351862J,ECOLE ELEMENTAIRE PUBLIQUE LES GRAINS D ORGE,35208,ORGERES,public,117.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351989X,ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC,35238,RENNES,public,120.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352134E,ECOLE ELEMENTAIRE PUBLIQUE GUY GERARD,35210,PACE,public,122.2
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352258P,ECOLE ELEMENTAIRE PUBLIQUE VOLGA,35238,RENNES,public,83.8
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352271D,ECOLE ELEMENTAIRE PUBLIQUE GUYENNE,35238,RENNES,public,68.6
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352324L,ECOLE ELEMENTAIRE PUBLIQUE LE CLOS JOURY,35240,LE RHEU,public,124.4
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352329S,ECOLE ELEMENTAIRE PUBLIQUE LA GABILLAIS,35240,LE RHEU,public,123.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352376T,ECOLE PRIMAIRE PRIVEE STE MARIE,35238,RENNES,privé sous contrat,120.5
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352387E,ECOLE ELEMENTAIRE PUBLIQUE LA CHALOTAIS,35352,VERN SUR SEICHE,public,115.9
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352407B,ECOLE PRIMAIRE PRIVEE STE ANNE,35076,CHAVAGNE,privé sous contrat,114.8
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352500C,ECOLE PRIMAIRE PRIVEE DIWAN,35238,RENNES,privé sous contrat,126.7
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352668K,ECOLE ELEMENTAIRE PUBLIQUE GANTELLES,35238,RENNES,public,93.0
2019-2020,RENNES,035,ILLE-ET-VILAINE,0352674S,ECOLE ELEMENTAIRE PUBLIQUE LE VERT BUISSON,35047,BRUZ,public,116.9
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350174Z,ECOLE ELEMENTAIRE PUBLIQUE GEORGES MARTINAIS,35059,LA CHAPELLE DES FOUGERETZ,public,119.3
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350197Z,ECOLE PRIMAIRE PUBLIQUE DE CLAYES,35081,CLAYES,public,107.4
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350362D,ECOLE ELEMENTAIRE PUBLIQUE GERARD PHILIPE,35189,MONTGERMONT,public,119.0
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350596H,ECOLE ELEMENTAIRE PUBLIQUE OSCAR LEROUX,35238,RENNES,public,105.1
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350607V,ECOLE PRIMAIRE PUBLIQUE MAUCONSEIL,35238,RENNES,public,124.5
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350626R,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE CLAUDEL,35238,RENNES,public,131.0
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350627S,ECOLE ELEMENTAIRE PUBLIQUE DUCHESSE ANNE,35238,RENNES,public,125.8
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350632X,ECOLE ELEMENTAIRE PUBLIQUE COLOMBIER,35238,RENNES,public,84.7
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351182V,ECOLE ELEMENTAIRE PRIVEE NOTRE DAME,35022,BECHEREL,privé sous contrat,106.5
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351197L,ECOLE PRIMAIRE PRIVEE L ARCHE DE NOE,35032,BOURGBARRE,privé sous contrat,131.2
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351230X,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35059,LA CHAPELLE DES FOUGERETZ,privé sous contrat,133.2
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351349B,ECOLE PRIMAIRE PRIVEE ST JOSEPH,35131,L HERMITAGE,privé sous contrat,117.5
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351421E,ECOLE PRIMAIRE PRIVEE FREDERIC OZANAM,35310,SAINT SAUVEUR DES LANDES,privé sous contrat,108.3
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351512D,ECOLE PRIMAIRE PRIVEE STE JEANNE D ARC,35238,RENNES,privé sous contrat,140.0
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351516H,ECOLE PRIMAIRE PRIVEE ST JOSEPH,35238,RENNES,privé sous contrat,122.0
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351558D,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,35351,LE VERGER,privé sous contrat,116.0
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351707R,ECOLE PRIMAIRE PRIVEE ST MARTIN,35204,NOUVOITOU,privé sous contrat,116.3
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351813F,ECOLE PRIMAIRE PUBLIQUE CHAMP L EVEQUE,35047,BRUZ,public,122.9
